kelurahan_id,kelurahan_name,kecamatan_name,kota_kab_name,poverty_rate,avg_household_expenditure,zero_vehicle_hh_pct,dependency_ratio,data_source,population,pop_density,area_km2
IDN.4.3.3.5_1,PanungganganBarat,Cibodas,KotaTangerang,0.0418,4965000,0.3359,0.4288,synthetic_v1,36835,12862.0,2.8638639475207195
IDN.4.3.3.6_1,UwungJaya,Cibodas,KotaTangerang,0.0645,7144000,0.2538,0.5133,synthetic_v1,30629,19515.1,1.5695041233034488
IDN.4.3.4.1_1,Paninggilan,Ciledug,KotaTangerang,0.0318,7281000,0.3345,0.4399,synthetic_v1,17940,15397.9,1.1650908677837408
IDN.4.3.4.2_1,PaninggilanUtara,Ciledug,KotaTangerang,0.0242,6774000,0.3976,0.4379,synthetic_v1,12773,12208.9,1.0462073599904111
IDN.4.3.4.3_1,ParungSerab,Ciledug,KotaTangerang,0.0689,6059000,0.2694,0.3144,synthetic_v1,44022,29993.0,1.4677446420258158
IDN.4.3.4.4_1,SudimaraBarat,Ciledug,KotaTangerang,0.0424,5522000,0.3339,0.4198,synthetic_v1,20343,19657.1,1.034893008789917
IDN.4.3.4.5_1,SudimaraJaya,Ciledug,KotaTangerang,0.0461,6025000,0.3605,0.3774,synthetic_v1,19138,21690.2,0.8823327610162102
IDN.4.3.4.6_1,SudimaraSelatan,Ciledug,KotaTangerang,0.0253,7121000,0.3631,0.3558,synthetic_v1,12594,11954.6,1.0534826289356995
IDN.4.3.4.7_1,SudimaraTimur,Ciledug,KotaTangerang,0.036,7869000,0.3363,0.3868,synthetic_v1,15575,17954.6,0.8674677661846298
IDN.4.3.4.8_1,Tajur,Ciledug,KotaTangerang,0.0493,7441000,0.3418,0.4325,synthetic_v1,30600,21345.6,1.4335509919806253
IDN.4.3.5.1_1,Cipondoh,Cipondoh,KotaTangerang,0.0321,5736000,0.2316,0.4138,synthetic_v1,22406,13255.5,1.690312184134315
IDN.4.3.5.2_1,CipondohIndah,Cipondoh,KotaTangerang,0.0535,5302000,0.3131,0.3417,synthetic_v1,31607,22936.8,1.3780056275292702
IDN.4.3.5.3_1,CipondohMakmur,Cipondoh,KotaTangerang,0.0402,6250000,0.3504,0.4255,synthetic_v1,25042,16639.4,1.5049801973653354
IDN.4.3.5.4_1,Gondrong,Cipondoh,KotaTangerang,0.0421,4845000,0.307,0.351,synthetic_v1,33006,19099.5,1.728109004097368
IDN.4.3.5.5_1,Kenanga,Cipondoh,KotaTangerang,0.0389,6451000,0.3411,0.3967,synthetic_v1,33545,16868.0,1.98867276983929
IDN.4.3.5.6_1,Ketapang,Cipondoh,KotaTangerang,0.0742,6145000,0.3645,0.3676,synthetic_v1,42105,29999.4,1.4035260589972909
IDN.4.3.5.7_1,Petir,Cipondoh,KotaTangerang,0.0448,5954000,0.3396,0.369,synthetic_v1,48772,21193.9,2.301223393613533
IDN.4.3.5.8_1,PorisPlawad,Cipondoh,KotaTangerang,0.0354,4767000,0.3276,0.4309,synthetic_v1,24247,13524.1,1.79287196717201
IDN.4.3.5.9_1,PorisPlawadIndah,Cipondoh,KotaTangerang,0.064,6436000,0.28,0.3413,synthetic_v1,56823,24582.7,2.3115079719925595
IDN.4.3.5.10_1,PorisPlawadUtara,Cipondoh,KotaTangerang,0.0326,5633000,0.3145,0.4891,synthetic_v1,16797,12608.0,1.332250069366761
IDN.4.3.6.1_1,AlamJaya,Jatiuwung,KotaTangerang,0.0661,4580000,0.2795,0.3249,synthetic_v1,23991,18156.5,1.3213477781951837
IDN.4.3.6.2_1,Gandasari,Jatiuwung,KotaTangerang,0.0322,3280000,0.2686,0.3833,synthetic_v1,26623,7174.0,3.711027795485442
IDN.4.3.6.3_1,Jatake,Jatiuwung,KotaTangerang,0.0434,5476000,0.2297,0.4353,synthetic_v1,11108,10224.0,1.0864583295156258
IDN.4.3.6.4_1,Kroncong,Jatiuwung,KotaTangerang,0.0649,6980000,0.2695,0.4431,synthetic_v1,32234,18350.5,1.7565741611676151
IDN.4.3.6.5_1,ManisJaya,Jatiuwung,KotaTangerang,0.0743,6833000,0.2824,0.4115,synthetic_v1,33324,20798.7,1.602217783250581
IDN.4.3.6.6_1,PasirJaya,Jatiuwung,KotaTangerang,0.0674,5066000,0.1638,0.4169,synthetic_v1,86519,17506.0,4.942255151945926
IDN.4.3.7.1_1,KarangMulya,KarangTengah,KotaTangerang,0.0418,5911000,0.4,0.3975,synthetic_v1,49362,20870.5,2.365150898317842
IDN.4.3.7.2_1,KarangTengah,KarangTengah,KotaTangerang,0.0403,6706000,0.3403,0.3682,synthetic_v1,37312,19378.0,1.9254794095170824
IDN.4.3.7.3_1,KarangTimur,KarangTengah,KotaTangerang,0.0217,5575000,0.3748,0.4475,synthetic_v1,16927,11974.2,1.4136209712167676
IDN.4.3.7.4_1,ParungJaya,KarangTengah,KotaTangerang,0.0337,6589000,0.4,0.421,synthetic_v1,18118,16768.3,1.0804940603481084
IDN.4.3.7.5_1,Pedurenan,KarangTengah,KotaTangerang,0.0395,6873000,0.2914,0.4265,synthetic_v1,16235,18038.3,0.9000271492569354
IDN.4.3.7.6_1,PondokBahar,KarangTengah,KotaTangerang,0.0618,7263000,0.3202,0.3336,synthetic_v1,36801,27718.9,1.3276520727888232
IDN.4.3.7.7_1,PondokPucung,KarangTengah,KotaTangerang,0.0508,6216000,0.3386,0.3773,synthetic_v1,18030,23299.0,0.7738542363730501
IDN.4.3.8.1_1,Bojongjaya,Karawaci,KotaTangerang,0.0304,5630000,0.2576,0.3886,synthetic_v1,8971,8724.6,1.0282474842073928
IDN.4.3.8.2_1,Bugel,Karawaci,KotaTangerang,0.064,4987000,0.3452,0.358,synthetic_v1,20047,19729.3,1.0161054113894403
IDN.4.3.8.3_1,Cimone,Karawaci,KotaTangerang,0.0526,5063000,0.246,0.4247,synthetic_v1,12406,16064.1,0.772282278581844
IDN.4.3.8.4_1,CimoneJaya,Karawaci,KotaTangerang,0.0475,5576000,0.2622,0.3783,synthetic_v1,11449,14612.9,0.783487459273674
IDN.4.3.8.5_1,Gerendeng,Karawaci,KotaTangerang,0.0659,6091000,0.2976,0.4363,synthetic_v1,16198,21939.9,0.7382897430520359
IDN.4.3.8.6_1,Karawaci,Karawaci,KotaTangerang,0.0718,6546000,0.2437,0.3492,synthetic_v1,30340,24396.4,1.2436265465019585
IDN.4.3.8.7_1,KarawaciBaru,Karawaci,KotaTangerang,0.0719,5099000,0.2666,0.4919,synthetic_v1,11137,23353.7,0.4768836952387303
IDN.4.3.8.8_1,Koangjaya,Karawaci,KotaTangerang,0.0443,6983000,0.3011,0.359,synthetic_v1,16442,13840.1,1.1879935481981343
IDN.4.3.8.9_1,Margasari,Karawaci,KotaTangerang,0.0536,5510000,0.2673,0.4175,synthetic_v1,14412,16493.0,0.8738277950813966
IDN.4.3.8.10_1,Nambojaya,Karawaci,KotaTangerang,0.0637,5691000,0.2745,0.447,synthetic_v1,11596,19876.6,0.5833988835435101
IDN.4.3.8.11_1,Nusajaya,Karawaci,KotaTangerang,0.072,5171000,0.2647,0.3762,synthetic_v1,19875,23776.3,0.8359180558559767
IDN.4.3.8.12_1,Pabuaran,Karawaci,KotaTangerang,0.0501,3831000,0.2255,0.4473,synthetic_v1,11818,15756.8,0.7500245255609805
IDN.4.3.8.13_1,PabuaranTumpeng,Karawaci,KotaTangerang,0.0553,6443000,0.2945,0.3447,synthetic_v1,12113,17205.4,0.7040232626264853
IDN.4.3.8.14_1,Pasarbaru,Karawaci,KotaTangerang,0.0404,6376000,0.3583,0.4766,synthetic_v1,12001,12348.8,0.9718356216445108
IDN.4.3.8.15_1,Sukajadi,Karawaci,KotaTangerang,0.0384,5589000,0.2924,0.4034,synthetic_v1,8040,11943.5,0.6731681677906832
IDN.4.3.8.16_1,SumurPacing,Karawaci,KotaTangerang,0.0697,5817000,0.2941,0.3752,synthetic_v1,8229,22841.3,0.3602689321309156
IDN.4.3.9.1_1,Cipadu,Larangan,KotaTangerang,0.0625,6865000,0.3924,0.3594,synthetic_v1,22666,29999.7,0.7555420399651347
IDN.4.3.9.2_1,CipaduJaya,Larangan,KotaTangerang,0.0412,5196000,0.3134,0.4151,synthetic_v1,26071,21419.8,1.2171476297536332
IDN.4.3.9.3_1,Gaga,Larangan,KotaTangerang,0.0585,5972000,0.4,0.3476,synthetic_v1,28135,28146.6,0.999586441009686
IDN.4.3.9.4_1,Kereo,Larangan,KotaTangerang,0.0467,7129000,0.3761,0.335,synthetic_v1,25820,24542.2,1.052067130926512
IDN.4.3.9.5_1,KereoSelatan,Larangan,KotaTangerang,0.0316,5489000,0.4,0.3615,synthetic_v1,17417,17850.1,0.97573771918959
IDN.4.3.9.6_1,LaranganIndah,Larangan,KotaTangerang,0.0477,6684000,0.3351,0.3156,synthetic_v1,17415,24284.6,0.7171221220714327
IDN.4.3.9.7_1,LaranganSelatan,Larangan,KotaTangerang,0.0671,5285000,0.4,0.469,synthetic_v1,33365,29999.9,1.1121720599314031
IDN.4.3.9.8_1,LaranganUtara,Larangan,KotaTangerang,0.0426,6781000,0.392,0.348,synthetic_v1,27589,21466.6,1.285206099618128
IDN.4.3.10.1_1,KarangAnyar,Neglasari,KotaTangerang,0.0776,5884000,0.3264,0.4399,synthetic_v1,55211,28119.2,1.9634609565058956
IDN.4.3.10.2_1,KarangSari,Neglasari,KotaTangerang,0.02,4575000,0.3078,0.4108,synthetic_v1,9675,4046.1,2.39116509219358
IDN.4.3.10.3_1,KedaungBaru,Neglasari,KotaTangerang,0.0713,6627000,0.2667,0.3588,synthetic_v1,27246,22456.6,1.213276072856133
IDN.4.3.10.4_1,KedaungWetan,Neglasari,KotaTangerang,0.0594,5146000,0.3294,0.406,synthetic_v1,35283,18688.3,1.887975585389314
IDN.4.3.10.5_1,Mekarsari,Neglasari,KotaTangerang,0.0531,5110000,0.2902,0.4444,synthetic_v1,34699,16695.9,2.0782925945857924
IDN.4.3.10.6_1,Neglasari,Neglasari,KotaTangerang,0.0585,5941000,0.2087,0.3948,synthetic_v1,44082,18964.3,2.3244739760571207
IDN.4.3.10.7_1,SelapajangJaya,Neglasari,KotaTangerang,0.0274,6695000,0.2421,0.4641,synthetic_v1,21751,7441.3,2.92299423022134
IDN.4.3.11.1_1,GebangRaya,Periuk,KotaTangerang,0.0579,4782000,0.2569,0.4635,synthetic_v1,37421,16342.7,2.2897694536069113
IDN.4.3.11.2_1,Gembor,Periuk,KotaTangerang,0.0683,5565000,0.2675,0.4619,synthetic_v1,41066,18918.3,2.1707074539491944
IDN.4.3.11.3_1,Periuk,Periuk,KotaTangerang,0.0829,5959000,0.2646,0.3885,synthetic_v1,76120,25407.8,2.9959352599547877
IDN.4.3.11.4_1,PeriukJaya,Periuk,KotaTangerang,0.0517,6230000,0.323,0.3549,synthetic_v1,41516,15128.6,2.744205355924663
IDN.4.3.11.5_1,SangiangJaya,Periuk,KotaTangerang,0.0482,5778000,0.1913,0.3799,synthetic_v1,19384,13414.5,1.4450024775081358
IDN.4.3.12.1_1,Cipete,Pinang,KotaTangerang,0.0439,5743000,0.3257,0.4026,synthetic_v1,41616,16800.5,2.4770638895092034
IDN.4.3.12.2_1,Kunciran,Pinang,KotaTangerang,0.0646,5401000,0.2506,0.4189,synthetic_v1,61336,25384.0,2.416329921073521
IDN.4.3.12.3_1,KunciranIndah,Pinang,KotaTangerang,0.0542,6200000,0.362,0.3,synthetic_v1,38666,22265.3,1.7366058950542878
IDN.4.3.12.4_1,KunciranJaya,Pinang,KotaTangerang,0.0421,5240000,0.3238,0.3897,synthetic_v1,46540,16900.6,2.75374503563707
IDN.4.3.12.5_1,Neroktog,Pinang,KotaTangerang,0.0556,3856000,0.3557,0.3938,synthetic_v1,56602,23759.2,2.3823210996946953
IDN.4.3.12.6_1,Pakojan,Pinang,KotaTangerang,0.0539,6341000,0.2799,0.3809,synthetic_v1,27224,20118.8,1.353163062651964
IDN.4.3.12.7_1,Panunggangan,Pinang,KotaTangerang,0.0688,6631000,0.3548,0.4631,synthetic_v1,41479,24664.9,1.6816990825905271
IDN.4.3.12.8_1,PanungganganTimur,Pinang,KotaTangerang,0.0419,4102000,0.3561,0.4159,synthetic_v1,30364,15431.2,1.9676989991636185
IDN.4.3.12.9_1,PanungganganUtara,Pinang,KotaTangerang,0.0495,5091000,0.3259,0.4644,synthetic_v1,31182,17194.0,1.813534558053642
IDN.4.3.12.10_1,Pinang,Pinang,KotaTangerang,0.0417,6704000,0.3354,0.3744,synthetic_v1,32965,18234.6,1.8078224838833292
IDN.4.3.12.11_1,SudimaraPinang,Pinang,KotaTangerang,0.0259,7844000,0.3626,0.4325,synthetic_v1,14875,11562.7,1.2864612323540152
IDN.4.3.13.1_1,Babakan,Tangerang,KotaTangerang,0.0591,5905000,0.2729,0.4812,synthetic_v1,37227,20702.3,1.7982087250788694
IDN.4.3.13.2_1,BuaranIndah,Tangerang,KotaTangerang,0.0571,5376000,0.3444,0.4619,synthetic_v1,39437,20894.0,1.8874841568837473
IDN.4.3.13.3_1,Cikokol,Tangerang,KotaTangerang,0.0554,5713000,0.3634,0.3461,synthetic_v1,56556,18892.4,2.993579784405643
IDN.4.3.13.4_1,KelapaIndah,Tangerang,KotaTangerang,0.0505,7019000,0.3479,0.3854,synthetic_v1,59320,17820.8,3.328693275568184
IDN.4.3.13.5_1,Sukaasih,Tangerang,KotaTangerang,0.0335,5371000,0.2719,0.3822,synthetic_v1,9019,10936.7,0.8246537143093909
IDN.4.3.13.6_1,Sukarasa,Tangerang,KotaTangerang,0.0493,5208000,0.3104,0.4257,synthetic_v1,11873,16427.5,0.7227534174176895
IDN.4.3.13.7_1,Sukasari,Tangerang,KotaTangerang,0.0498,5492000,0.2482,0.4342,synthetic_v1,22521,17012.8,1.323767068945338
IDN.4.3.13.8_1,TanahTinggi,Tangerang,KotaTangerang,0.0408,5208000,0.3346,0.3538,synthetic_v1,38947,14759.3,2.6388087248578156
IDN.4.8.1.1_1,BalaRaja,Balaraja,Tangerang,0.0772,4863000,0.2142,0.4527,synthetic_v1,26674,12569.1,2.122183713910007
IDN.4.8.1.2_1,Cangkudu,Balaraja,Tangerang,0.0892,5908000,0.1162,0.3553,synthetic_v1,55326,13900.8,3.9800565593576662
IDN.4.8.1.3_1,Gembong,Balaraja,Tangerang,0.1138,4759000,0.1423,0.5332,synthetic_v1,94263,18536.6,5.085238211483252
IDN.4.8.1.4_1,Saga,Balaraja,Tangerang,0.0822,4565000,0.185,0.4236,synthetic_v1,57767,13910.2,4.152854390351396
IDN.4.8.1.5_1,Sentul,Balaraja,Tangerang,0.084,4511000,0.1834,0.453,synthetic_v1,59732,14112.6,4.232532414109615
IDN.4.8.1.6_1,SentulJaya,Balaraja,Tangerang,0.0807,3418000,0.1444,0.4381,synthetic_v1,33853,12425.3,2.7245201447649956
IDN.4.8.1.7_1,SukaMurni,Balaraja,Tangerang,0.0548,5296000,0.2061,0.5144,synthetic_v1,17422,5219.5,3.337850482964218
IDN.4.8.1.8_1,Talagasari,Balaraja,Tangerang,0.0781,4757000,0.2086,0.305,synthetic_v1,35100,13380.7,2.6231811725321745
IDN.4.8.1.9_1,Tobat,Balaraja,Tangerang,0.0824,4539000,0.1855,0.4521,synthetic_v1,49161,13016.8,3.77672650656116
IDN.4.8.2.1_1,BitungJaya,Cikupa,Tangerang,0.1048,7853000,0.2021,0.4203,synthetic_v1,62645,27761.1,2.256571680140153
IDN.4.8.2.2_1,Bojong,Cikupa,Tangerang,0.0719,5225000,0.2495,0.4168,synthetic_v1,44718,13519.9,3.307577543234804
IDN.4.8.2.3_1,BudiMulya,Cikupa,Tangerang,0.0801,4349000,0.2716,0.5274,synthetic_v1,56388,15444.3,3.6510521010054777
IDN.4.8.2.4_1,Bunder,Cikupa,Tangerang,0.0662,5008000,0.2179,0.379,synthetic_v1,72315,16057.3,4.5035714913532825
IDN.4.8.2.5_1,Cibadak,Cikupa,Tangerang,0.059,5827000,0.1785,0.4816,synthetic_v1,24207,9056.8,2.6728071454953457
IDN.4.8.2.6_1,Cikupa,Cikupa,Tangerang,0.0883,5240000,0.2388,0.4501,synthetic_v1,44013,20399.5,2.1575539715686514
IDN.4.8.2.7_1,Dukuh,Cikupa,Tangerang,0.0806,4081000,0.2118,0.4917,synthetic_v1,71169,19141.1,3.718127470531652
IDN.4.8.2.8_1,PasirGadung,Cikupa,Tangerang,0.0822,5921000,0.2166,0.3973,synthetic_v1,39212,19032.6,2.06025465397305
IDN.4.8.2.9_1,PasirJaya,Cikupa,Tangerang,0.0555,4702000,0.2562,0.3917,synthetic_v1,29184,11375.4,2.565545901888847
IDN.4.8.2.10_1,SukaDamai,Cikupa,Tangerang,0.0891,6787000,0.155,0.4809,synthetic_v1,93977,22611.3,4.156194157571803
IDN.4.8.2.11_1,SukaMulya,Cikupa,Tangerang,0.0519,5931000,0.2657,0.4572,synthetic_v1,29744,8557.3,3.4758633779245858
IDN.4.8.2.12_1,SukaNagara,Cikupa,Tangerang,0.0835,4630000,0.2106,0.3622,synthetic_v1,35067,16888.2,2.076417058828597
IDN.4.8.2.13_1,Talaga,Cikupa,Tangerang,0.1059,6088000,0.1963,0.4091,synthetic_v1,136235,24443.1,5.573566119816338
IDN.4.8.2.14_1,TalagaSari,Cikupa,Tangerang,0.0562,5204000,0.2157,0.4515,synthetic_v1,32106,10681.1,3.005866232310942
IDN.4.8.3.1_1,Cibogo,Cisauk,Tangerang,0.0506,6373000,0.2746,0.4501,synthetic_v1,51435,14935.1,3.4438937192966272
IDN.4.8.3.2_1,Cisauk,Cisauk,Tangerang,0.0633,5958000,0.1921,0.3796,synthetic_v1,89366,17885.7,4.996504011644046
IDN.4.8.3.3_1,Dangdang,Cisauk,Tangerang,0.0567,4780000,0.3084,0.3,synthetic_v1,77018,14250.6,5.404532479437968
IDN.4.8.3.4_1,Mekarwangi,Cisauk,Tangerang,0.0431,4848000,0.2403,0.4489,synthetic_v1,34473,8714.9,3.955642901384664
IDN.4.8.3.5_1,Sampora,Cisauk,Tangerang,0.0582,6600000,0.3045,0.3434,synthetic_v1,85905,18811.4,4.56664954092475
IDN.4.8.3.6_1,Suradita,Cisauk,Tangerang,0.0458,5302000,0.2995,0.3127,synthetic_v1,82885,11833.1,7.0045258092786336
IDN.4.8.4.1_1,Bojongloa,Cisoka,Tangerang,0.0939,4121000,0.1471,0.322,synthetic_v1,61119,13187.0,4.63479259274487
IDN.4.8.4.2_1,Carenang,Cisoka,Tangerang,0.0754,3573000,0.2059,0.509,synthetic_v1,36689,7964.1,4.60682545619724
IDN.4.8.4.3_1,Caringin,Cisoka,Tangerang,0.1067,4933000,0.18,0.4634,synthetic_v1,45019,18050.3,2.494092739929209
IDN.4.8.4.4_1,Cempaka,Cisoka,Tangerang,0.0754,6078000,0.2216,0.453,synthetic_v1,36134,8770.9,4.119752326353208
IDN.4.8.4.5_1,Cibugel,Cisoka,Tangerang,0.0801,3674000,0.1042,0.5293,synthetic_v1,24169,10825.9,2.2325202164910727
IDN.4.8.4.6_1,Cisoka,Cisoka,Tangerang,0.0962,4591000,0.1862,0.4898,synthetic_v1,62291,15184.5,4.102270516711907
IDN.4.8.4.7_1,JeungJing,Cisoka,Tangerang,0.0637,5782000,0.1681,0.5352,synthetic_v1,30538,7962.6,3.83519856264856
IDN.4.8.4.8_1,Karangharja,Cisoka,Tangerang,0.0913,4331000,0.2047,0.3961,synthetic_v1,35037,12063.8,2.904310027616776
IDN.4.8.4.9_1,Selapajang,Cisoka,Tangerang,0.103,4960000,0.2096,0.455,synthetic_v1,44848,17187.4,2.6093607520260607
IDN.4.8.4.10_1,Sukatani,Cisoka,Tangerang,0.0616,3644000,0.1603,0.3806,synthetic_v1,13600,6111.7,2.2252347038600537
IDN.4.8.5.1_1,Binong,Curug,Tangerang,0.0648,5902000,0.2317,0.4025,synthetic_v1,68343,18272.7,3.740173649382667
IDN.4.8.5.2_1,CukangGalih,Curug,Tangerang,0.0713,5166000,0.2296,0.4124,synthetic_v1,73234,17306.2,4.231674341643154
IDN.4.8.5.3_1,CurugKulon,Curug,Tangerang,0.0791,6107000,0.1983,0.4561,synthetic_v1,53095,19834.9,2.6768476985328946
IDN.4.8.5.4_1,CurugWetan,Curug,Tangerang,0.0466,6368000,0.278,0.4226,synthetic_v1,41234,10428.2,3.954084013964949
IDN.4.8.5.5_1,Kadu,Curug,Tangerang,0.0442,7541000,0.2351,0.4492,synthetic_v1,65545,10172.5,6.443348394495935
IDN.4.8.5.6_1,KaduJaya,Curug,Tangerang,0.0735,5858000,0.1256,0.4565,synthetic_v1,88603,19035.1,4.654707081175263
IDN.4.8.5.7_1,SukaBakti,Curug,Tangerang,0.0685,5730000,0.235,0.5258,synthetic_v1,84290,18349.9,4.593487159415512
IDN.4.8.6.1_1,Cibetok,GunungKaler,Tangerang,0.0942,4437000,0.1453,0.4551,synthetic_v1,50001,11510.8,4.343816805100422
IDN.4.8.6.2_1,Cipaeh,GunungKaler,Tangerang,0.0988,3856000,0.1219,0.4301,synthetic_v1,38536,11003.8,3.5020750562733887
IDN.4.8.6.3_1,GunungKaler,GunungKaler,Tangerang,0.0861,4287000,0.1389,0.4949,synthetic_v1,15974,7430.5,2.1497843669020473
IDN.4.8.6.4_1,KandaWati,GunungKaler,Tangerang,0.0967,3917000,0.1915,0.4364,synthetic_v1,30026,10747.4,2.793779770650231
IDN.4.8.6.5_1,Kedung,GunungKaler,Tangerang,0.1011,4135000,0.2417,0.5574,synthetic_v1,29515,10065.8,2.9321995924133497
IDN.4.8.6.6_1,Onyam,GunungKaler,Tangerang,0.0841,5138000,0.2002,0.4655,synthetic_v1,28593,7608.8,3.757896378257505
IDN.4.8.6.7_1,RancaGede,GunungKaler,Tangerang,0.1195,3428000,0.1625,0.4447,synthetic_v1,66462,16312.9,4.074187046477366
IDN.4.8.6.8_1,Sidoko,GunungKaler,Tangerang,0.1002,5072000,0.2053,0.4527,synthetic_v1,42370,11511.2,3.6807557789442775
IDN.4.8.6.9_1,Tamiang,GunungKaler,Tangerang,0.0708,5412000,0.1687,0.5034,synthetic_v1,37332,7134.3,5.232759959428784
IDN.4.8.7.1_1,AncolPasir,Jambe,Tangerang,0.085,4875000,0.1787,0.4324,synthetic_v1,30558,17072.8,1.789865938835648
IDN.4.8.7.2_1,Daru,Jambe,Tangerang,0.0639,3120000,0.1523,0.4149,synthetic_v1,23919,9536.9,2.5080452279616434
IDN.4.8.7.3_1,Jambe,Jambe,Tangerang,0.0899,4351000,0.1293,0.5294,synthetic_v1,50425,16784.0,3.0043486042361
IDN.4.8.7.4_1,Kutruk,Jambe,Tangerang,0.0933,5972000,0.1888,0.399,synthetic_v1,42928,18973.7,2.26249834763467
IDN.4.8.7.5_1,Mekarsari,Jambe,Tangerang,0.0669,4768000,0.2034,0.4502,synthetic_v1,39722,10036.9,3.957614004251103
IDN.4.8.7.6_1,PasirBarat,Jambe,Tangerang,0.0894,4178000,0.2032,0.4725,synthetic_v1,31031,18441.6,1.6826662983003868
IDN.4.8.7.7_1,Rancabuaya,Jambe,Tangerang,0.0827,4503000,0.1863,0.3615,synthetic_v1,36736,15665.6,2.3450077936145584
IDN.4.8.7.8_1,SukaManah,Jambe,Tangerang,0.0878,5627000,0.1678,0.4649,synthetic_v1,80564,17681.9,4.5562974070107
IDN.4.8.7.9_1,Taban,Jambe,Tangerang,0.1051,5340000,0.227,0.3905,synthetic_v1,102139,21833.9,4.678003677870043
IDN.4.8.7.10_1,Tiparraya,Jambe,Tangerang,0.0745,4639000,0.1464,0.4876,synthetic_v1,29646,12547.8,2.3626490577886217
IDN.4.8.8.1_1,Cikande,Jayanti,Tangerang,0.0786,4010000,0.2179,0.4217,synthetic_v1,24710,8374.3,2.9506846649658476
IDN.4.8.8.2_1,DangDeur,Jayanti,Tangerang,0.0726,4171000,0.1484,0.4964,synthetic_v1,29954,8619.4,3.475189577123595
IDN.4.8.8.3_1,Jayanti,Jayanti,Tangerang,0.0775,3574000,0.1568,0.5248,synthetic_v1,23334,8204.9,2.843924324304545
IDN.4.8.8.4_1,Pabuaran,Jayanti,Tangerang,0.0838,5818000,0.1305,0.503,synthetic_v1,28290,11692.0,2.419600251539863
IDN.4.8.8.5_1,Pangkat,Jayanti,Tangerang,0.0929,4142000,0.1674,0.4781,synthetic_v1,29980,12475.4,2.403132064609446
IDN.4.8.8.6_1,PasirGintung,Jayanti,Tangerang,0.0937,5295000,0.2259,0.4575,synthetic_v1,28003,11817.0,2.3697132554829357
IDN.4.8.8.7_1,PasirMuncang,Jayanti,Tangerang,0.1004,5607000,0.208,0.4372,synthetic_v1,42265,14061.4,3.005738977854038
IDN.4.8.8.8_1,SumurBandung,Jayanti,Tangerang,0.087,5244000,0.2271,0.5371,synthetic_v1,38922,11597.0,3.3562194385136244
IDN.4.8.9.1_1,Bencongan,KelapaDua,Tangerang,0.0821,5290000,0.2901,0.3757,synthetic_v1,119098,25425.6,4.684182348409909
IDN.4.8.9.2_1,BenconganIndah,KelapaDua,Tangerang,0.0555,5999000,0.23,0.357,synthetic_v1,38546,16491.4,2.3373423269698868
