kelurahan_id,kelurahan_name,kota_kab_name,area_km2,population,pop_density
IDN.4.3.6.3_1,Jatake,KotaTangerang,1.0864583295156258,11108,10224.0
IDN.4.3.6.4_1,Kroncong,KotaTangerang,1.7565741611676153,32234,18350.5
IDN.4.3.6.5_1,ManisJaya,KotaTangerang,1.602217783250581,33324,20798.7
IDN.4.3.6.6_1,PasirJaya,KotaTangerang,4.942255151945926,86519,17506.0
IDN.4.3.7.1_1,KarangMulya,KotaTangerang,2.3651508983178426,49362,20870.5
IDN.4.3.7.2_1,KarangTengah,KotaTangerang,1.9254794095170826,37312,19378.0
IDN.4.3.7.3_1,KarangTimur,KotaTangerang,1.4136209712167676,16927,11974.2
IDN.4.3.7.4_1,ParungJaya,KotaTangerang,1.0804940603481084,18118,16768.3
IDN.4.3.7.5_1,Pedurenan,KotaTangerang,0.9000271492569354,16235,18038.3
IDN.4.3.7.6_1,PondokBahar,KotaTangerang,1.3276520727888232,36801,27718.9
IDN.4.3.7.7_1,PondokPucung,KotaTangerang,0.7738542363730501,18030,23299.0
IDN.4.3.8.1_1,Bojongjaya,KotaTangerang,1.0282474842073928,8971,8724.6
IDN.4.3.8.2_1,Bugel,KotaTangerang,1.0161054113894403,20047,19729.3
IDN.4.3.8.3_1,Cimone,KotaTangerang,0.772282278581844,12406,16064.1
IDN.4.3.8.4_1,CimoneJaya,KotaTangerang,0.783487459273674,11449,14612.9
IDN.4.3.8.5_1,Gerendeng,KotaTangerang,0.7382897430520359,16198,21939.9
IDN.4.3.8.6_1,Karawaci,KotaTangerang,1.2436265465019585,30340,24396.4
IDN.4.3.8.7_1,KarawaciBaru,KotaTangerang,0.4768836952387303,11137,23353.7
IDN.4.3.8.8_1,Koangjaya,KotaTangerang,1.1879935481981343,16442,13840.1
IDN.4.3.8.9_1,Margasari,KotaTangerang,0.8738277950813966,14412,16493.0
IDN.4.3.8.10_1,Nambojaya,KotaTangerang,0.5833988835435101,11596,19876.6
IDN.4.3.8.11_1,Nusajaya,KotaTangerang,0.8359180558559767,19875,23776.3
IDN.4.3.8.12_1,Pabuaran,KotaTangerang,0.7500245255609805,11818,15756.8
IDN.4.3.8.13_1,PabuaranTumpeng,KotaTangerang,0.7040232626264853,12113,17205.4
IDN.4.3.8.14_1,Pasarbaru,KotaTangerang,0.9718356216445108,12001,12348.8
IDN.4.3.8.15_1,Sukajadi,KotaTangerang,0.6731681677906832,8040,11943.5
IDN.4.3.8.16_1,SumurPacing,KotaTangerang,0.36026893213091565,8229,22841.3
IDN.4.3.9.1_1,Cipadu,KotaTangerang,0.7555420399651347,22666,29999.7
IDN.4.3.9.2_1,CipaduJaya,KotaTangerang,1.2171476297536332,26071,21419.8
IDN.4.3.9.3_1,Gaga,KotaTangerang,0.9995864410096859,28135,28146.6
IDN.4.3.9.4_1,Kereo,KotaTangerang,1.052067130926512,25820,24542.2
IDN.4.3.9.5_1,KereoSelatan,KotaTangerang,0.9757377191895901,17417,17850.1
IDN.4.3.9.6_1,LaranganIndah,KotaTangerang,0.7171221220714327,17415,24284.6
IDN.4.3.9.7_1,LaranganSelatan,KotaTangerang,1.1121720599314031,33365,29999.9
IDN.4.3.9.8_1,LaranganUtara,KotaTangerang,1.285206099618128,27589,21466.6
IDN.4.3.10.1_1,KarangAnyar,KotaTangerang,1.9634609565058956,55211,28119.2
IDN.4.3.10.2_1,KarangSari,KotaTangerang,2.39116509219358,9675,4046.1
IDN.4.3.10.3_1,KedaungBaru,KotaTangerang,1.213276072856133,27246,22456.6
IDN.4.3.10.4_1,KedaungWetan,KotaTangerang,1.887975585389314,35283,18688.3
IDN.4.3.10.5_1,Mekarsari,KotaTangerang,2.0782925945857924,34699,16695.9
IDN.4.3.10.6_1,Neglasari,KotaTangerang,2.3244739760571207,44082,18964.3
IDN.4.3.10.7_1,SelapajangJaya,KotaTangerang,2.92299423022134,21751,7441.3
IDN.4.3.11.1_1,GebangRaya,KotaTangerang,2.2897694536069113,37421,16342.7
IDN.4.3.11.2_1,Gembor,KotaTangerang,2.1707074539491944,41066,18918.3
IDN.4.3.11.3_1,Periuk,KotaTangerang,2.9959352599547877,76120,25407.8
IDN.4.3.11.4_1,PeriukJaya,KotaTangerang,2.744205355924663,41516,15128.6
IDN.4.3.11.5_1,SangiangJaya,KotaTangerang,1.4450024775081358,19384,13414.5
IDN.4.3.12.1_1,Cipete,KotaTangerang,2.4770638895092034,41616,16800.5
IDN.4.3.12.2_1,Kunciran,KotaTangerang,2.416329921073521,61336,25384.0
IDN.4.3.12.3_1,KunciranIndah,KotaTangerang,1.7366058950542878,38666,22265.3
IDN.4.3.12.4_1,KunciranJaya,KotaTangerang,2.75374503563707,46540,16900.6
IDN.4.3.12.5_1,Neroktog,KotaTangerang,2.3823210996946953,56602,23759.2
IDN.4.3.12.6_1,Pakojan,KotaTangerang,1.353163062651964,27224,20118.8
IDN.4.3.12.7_1,Panunggangan,KotaTangerang,1.6816990825905271,41479,24664.9
IDN.4.3.12.8_1,PanungganganTimur,KotaTangerang,1.9676989991636185,30364,15431.2
IDN.4.3.12.9_1,PanungganganUtara,KotaTangerang,1.813534558053642,31182,17194.0
IDN.4.3.12.10_1,Pinang,KotaTangerang,1.8078224838833292,32965,18234.6
IDN.4.3.12.11_1,SudimaraPinang,KotaTangerang,1.2864612323540152,14875,11562.7
IDN.4.3.13.1_1,Babakan,KotaTangerang,1.7982087250788694,37227,20702.3
IDN.4.3.13.2_1,BuaranIndah,KotaTangerang,1.8874841568837473,39437,20894.0
IDN.4.3.13.3_1,Cikokol,KotaTangerang,2.993579784405643,56556,18892.4
IDN.4.3.13.4_1,KelapaIndah,KotaTangerang,3.328693275568184,59320,17820.8
IDN.4.3.13.5_1,Sukaasih,KotaTangerang,0.8246537143093909,9019,10936.7
IDN.4.3.13.6_1,Sukarasa,KotaTangerang,0.7227534174176895,11873,16427.5
IDN.4.3.13.7_1,Sukasari,KotaTangerang,1.323767068945338,22521,17012.8
IDN.4.3.13.8_1,TanahTinggi,KotaTangerang,2.6388087248578156,38947,14759.3
IDN.4.8.1.1_1,BalaRaja,Tangerang,2.122183713910007,26674,12569.1
IDN.4.8.1.2_1,Cangkudu,Tangerang,3.9800565593576662,55326,13900.8
IDN.4.8.1.3_1,Gembong,Tangerang,5.085238211483252,94263,18536.6
IDN.4.8.1.4_1,Saga,Tangerang,4.152854390351396,57767,13910.2
IDN.4.8.1.5_1,Sentul,Tangerang,4.232532414109615,59732,14112.6
IDN.4.8.1.6_1,SentulJaya,Tangerang,2.7245201447649956,33853,12425.3
IDN.4.8.1.7_1,SukaMurni,Tangerang,3.337850482964218,17422,5219.5
IDN.4.8.1.8_1,Talagasari,Tangerang,2.6231811725321745,35100,13380.7
IDN.4.8.1.9_1,Tobat,Tangerang,3.77672650656116,49161,13016.8
IDN.4.8.2.1_1,BitungJaya,Tangerang,2.256571680140153,62645,27761.1
IDN.4.8.2.2_1,Bojong,Tangerang,3.307577543234804,44718,13519.9
IDN.4.8.2.3_1,BudiMulya,Tangerang,3.6510521010054773,56388,15444.3
IDN.4.8.2.4_1,Bunder,Tangerang,4.5035714913532825,72315,16057.3
IDN.4.8.2.5_1,Cibadak,Tangerang,2.6728071454953457,24207,9056.8
IDN.4.8.2.6_1,Cikupa,Tangerang,2.1575539715686514,44013,20399.5
IDN.4.8.2.7_1,Dukuh,Tangerang,3.7181274705316523,71169,19141.1
IDN.4.8.2.8_1,PasirGadung,Tangerang,2.06025465397305,39212,19032.6
IDN.4.8.2.9_1,PasirJaya,Tangerang,2.565545901888847,29184,11375.4
IDN.4.8.2.10_1,SukaDamai,Tangerang,4.156194157571803,93977,22611.3
IDN.4.8.2.11_1,SukaMulya,Tangerang,3.4758633779245858,29744,8557.3
IDN.4.8.2.12_1,SukaNagara,Tangerang,2.076417058828597,35067,16888.2
IDN.4.8.2.13_1,Talaga,Tangerang,5.573566119816338,136235,24443.1
IDN.4.8.2.14_1,TalagaSari,Tangerang,3.0058662323109426,32106,10681.1
IDN.4.8.3.1_1,Cibogo,Tangerang,3.4438937192966272,51435,14935.1
IDN.4.8.3.2_1,Cisauk,Tangerang,4.996504011644046,89366,17885.7
IDN.4.8.3.3_1,Dangdang,Tangerang,5.404532479437968,77018,14250.6
IDN.4.8.3.4_1,Mekarwangi,Tangerang,3.9556429013846643,34473,8714.9
IDN.4.8.3.5_1,Sampora,Tangerang,4.56664954092475,85905,18811.4
IDN.4.8.3.6_1,Suradita,Tangerang,7.0045258092786336,82885,11833.1
IDN.4.8.4.1_1,Bojongloa,Tangerang,4.63479259274487,61119,13187.0
IDN.4.8.4.2_1,Carenang,Tangerang,4.60682545619724,36689,7964.1
IDN.4.8.4.3_1,Caringin,Tangerang,2.494092739929209,45019,18050.3
IDN.4.8.4.4_1,Cempaka,Tangerang,4.119752326353208,36134,8770.9
IDN.4.8.4.5_1,Cibugel,Tangerang,2.2325202164910727,24169,10825.9
IDN.4.8.4.6_1,Cisoka,Tangerang,4.102270516711907,62291,15184.5
IDN.4.8.4.7_1,JeungJing,Tangerang,3.83519856264856,30538,7962.6
IDN.4.8.4.8_1,Karangharja,Tangerang,2.904310027616776,35037,12063.8
IDN.4.8.4.9_1,Selapajang,Tangerang,2.6093607520260607,44848,17187.4
IDN.4.8.4.10_1,Sukatani,Tangerang,2.2252347038600537,13600,6111.7
IDN.4.8.5.1_1,Binong,Tangerang,3.740173649382667,68343,18272.7
IDN.4.8.5.2_1,CukangGalih,Tangerang,4.231674341643154,73234,17306.2
IDN.4.8.5.3_1,CurugKulon,Tangerang,2.6768476985328946,53095,19834.9
IDN.4.8.5.4_1,CurugWetan,Tangerang,3.954084013964949,41234,10428.2
IDN.4.8.5.5_1,Kadu,Tangerang,6.443348394495935,65545,10172.5
IDN.4.8.5.6_1,KaduJaya,Tangerang,4.654707081175263,88603,19035.1
IDN.4.8.5.7_1,SukaBakti,Tangerang,4.5934871594155124,84290,18349.9
IDN.4.8.6.1_1,Cibetok,Tangerang,4.343816805100422,50001,11510.8
IDN.4.8.6.2_1,Cipaeh,Tangerang,3.5020750562733887,38536,11003.8
IDN.4.8.6.3_1,GunungKaler,Tangerang,2.1497843669020473,15974,7430.5
IDN.4.8.6.4_1,KandaWati,Tangerang,2.793779770650231,30026,10747.4
IDN.4.8.6.5_1,Kedung,Tangerang,2.9321995924133497,29515,10065.8
IDN.4.8.6.6_1,Onyam,Tangerang,3.757896378257505,28593,7608.8
IDN.4.8.6.7_1,RancaGede,Tangerang,4.074187046477366,66462,16312.9
IDN.4.8.6.8_1,Sidoko,Tangerang,3.6807557789442775,42370,11511.2
IDN.4.8.6.9_1,Tamiang,Tangerang,5.232759959428784,37332,7134.3
IDN.4.8.7.1_1,AncolPasir,Tangerang,1.789865938835648,30558,17072.8
IDN.4.8.7.2_1,Daru,Tangerang,2.5080452279616434,23919,9536.9
IDN.4.8.7.3_1,Jambe,Tangerang,3.0043486042361,50425,16784.0
IDN.4.8.7.4_1,Kutruk,Tangerang,2.26249834763467,42928,18973.7
IDN.4.8.7.5_1,Mekarsari,Tangerang,3.9576140042511034,39722,10036.9
IDN.4.8.7.6_1,PasirBarat,Tangerang,1.6826662983003868,31031,18441.6
IDN.4.8.7.7_1,Rancabuaya,Tangerang,2.3450077936145584,36736,15665.6
IDN.4.8.7.8_1,SukaManah,Tangerang,4.5562974070107,80564,17681.9
IDN.4.8.7.9_1,Taban,Tangerang,4.678003677870043,102139,21833.9
IDN.4.8.7.10_1,Tiparraya,Tangerang,2.3626490577886217,29646,12547.8
IDN.4.8.8.1_1,Cikande,Tangerang,2.9506846649658476,24710,8374.3
IDN.4.8.8.2_1,DangDeur,Tangerang,3.4751895771235954,29954,8619.4
IDN.4.8.8.3_1,Jayanti,Tangerang,2.843924324304545,23334,8204.9
IDN.4.8.8.4_1,Pabuaran,Tangerang,2.419600251539863,28290,11692.0
IDN.4.8.8.5_1,Pangkat,Tangerang,2.403132064609446,29980,12475.4
IDN.4.8.8.6_1,PasirGintung,Tangerang,2.3697132554829357,28003,11817.0
IDN.4.8.8.7_1,PasirMuncang,Tangerang,3.005738977854038,42265,14061.4
IDN.4.8.8.8_1,SumurBandung,Tangerang,3.3562194385136244,38922,11597.0
IDN.4.8.9.1_1,Bencongan,Tangerang,4.684182348409909,119098,25425.6
IDN.4.8.9.2_1,BenconganIndah,Tangerang,2.3373423269698868,38546,16491.4
IDN.4.8.9.3_1,BojongNangka,Tangerang,5.969614103967089,179088,29999.9
IDN.4.8.9.4_1,CurugSangereng,Tangerang,3.9001709236279782,84818,21747.3
IDN.4.8.9.5_1,KelapaDua,Tangerang,4.461685911299787,60428,13543.8
IDN.4.8.9.6_1,PakulonanBarat,Tangerang,3.367289780713336,42930,12749.1
IDN.4.8.10.1_1,KarangAnyar,Tangerang,4.296260212134,63450,14768.7
IDN.4.8.10.2_1,Kelebet,Tangerang,6.175560718588807,73289,11867.6
IDN.4.8.10.3_1,Kemiri,Tangerang,4.578761763644279,73606,16075.5
IDN.4.8.10.4_1,LegokSukamaju,Tangerang,3.760274621701647,55278,14700.5
IDN.4.8.10.5_1,Lontar,Tangerang,7.845481582594579,95695,12197.5
IDN.4.8.10.6_1,PatraManggala,Tangerang,5.973884450962864,58709,9827.6
IDN.4.8.10.7_1,RancaLabuh,Tangerang,2.8502450953920944,20395,7155.5
IDN.4.8.11.1_1,Belimbing,Tangerang,2.707025357508297,44591,16472.3
IDN.4.8.11.2_1,Cengklong,Tangerang,1.8069173857781569,43473,24059.2
IDN.4.8.11.3_1,DADAP,Tangerang,4.687629335107485,99016,21122.8
IDN.4.8.11.4_1,Jatimulya,Tangerang,1.7994091669652212,21790,12109.5
IDN.4.8.11.5_1,KosambiBarat,Tangerang,2.6784442936091257,54208,20238.6
IDN.4.8.11.6_1,KosambiTimur,Tangerang,2.91979812581387,63550,21765.2
IDN.4.8.11.7_1,RawaBurung,Tangerang,1.4012988638487265,19599,13986.3
IDN.4.8.11.8_1,RawaRengas,Tangerang,1.060831359507974,20754,19563.9
IDN.4.8.11.9_1,Salembaran,Tangerang,8.519914553152201,161906,19003.2
IDN.4.8.11.10_1,SalembaranJati,Tangerang,4.056686994589766,50350,12411.6
IDN.4.8.12.1_1,Jengkol,Tangerang,4.650597202629424,59973,12895.8
IDN.4.8.12.2_1,Kemuning,Tangerang,4.305188531481664,59261,13765.0
IDN.4.8.12.3_1,Koper,Tangerang,3.7344175053561512,56261,15065.5
IDN.4.8.12.4_1,Kresek,Tangerang,3.1787943946782566,43769,13769.1
IDN.4.8.12.5_1,PasirAmpo,Tangerang,2.824410390877941,18909,6694.8
IDN.4.8.12.6_1,PatraSana,Tangerang,2.3184567199766577,19146,8258.1
IDN.4.8.12.7_1,RancaIlat,Tangerang,2.0591356289636544,28836,14003.9
IDN.4.8.12.8_1,Renged,Tangerang,2.219661185425655,28407,12797.9
IDN.4.8.12.9_1,Talok,Tangerang,2.8345421770253387,36519,12883.6
IDN.4.8.13.1_1,Bakung,Tangerang,3.680152262213943,94419,25656.3
IDN.4.8.13.2_1,Blukbuk,Tangerang,2.8451425020047925,38823,13645.4
IDN.4.8.13.3_1,Cirumpak,Tangerang,3.142947396639807,52577,16728.6
IDN.4.8.13.4_1,Kronjo,Tangerang,6.801788680334095,99546,14635.3
IDN.4.8.13.5_1,Muncung,Tangerang,7.623171633058671,99068,12995.6
IDN.4.8.13.6_1,PagedanganIlir,Tangerang,8.2049180521852,88595,10797.8
IDN.4.8.13.7_1,PagedanganUdik,Tangerang,3.7922576887358272,55747,14700.2
IDN.4.8.13.8_1,Pagenjahan,Tangerang,1.8971299117535336,16545,8721.1
IDN.4.8.13.9_1,Pasilian,Tangerang,4.13033630785166,43947,10640.1
IDN.4.8.13.10_1,Pasir,Tangerang,3.245179784282228,33851,10431.2
IDN.4.8.14.1_1,Babakan,Tangerang,2.1402697185001895,37209,17385.2
IDN.4.8.14.2_1,Babat,Tangerang,3.4656392775895983,89750,25897.1
IDN.4.8.14.3_1,BojongKamal,Tangerang,3.1196436323039616,21389,6856.2
IDN.4.8.14.4_1,Caringin,Tangerang,2.3282953072531902,45963,19741.1
IDN.4.8.14.5_1,Ciangir,Tangerang,4.474315034657527,34092,7619.5
IDN.4.8.14.6_1,Cirarab,Tangerang,3.5430666143882092,48296,13631.1
IDN.4.8.14.7_1,Kamuning,Tangerang,3.337097307296062,73064,21894.5
IDN.4.8.14.8_1,Legok,Tangerang,3.1407981227631727,54744,17430.0
IDN.4.8.14.9_1,PalaSari,Tangerang,4.109783381607758,44394,10802.0
IDN.4.8.14.10_1,Rancagong,Tangerang,3.5591019797284966,46843,13161.5
IDN.4.8.14.11_1,SerdangWetan,Tangerang,5.932671336218344,115944,19543.3
IDN.4.8.15.1_1,BanyuAsih,Tangerang,1.5012146513871119,16907,11262.2
IDN.4.8.15.2_1,GunungSari,Tangerang,3.6196615604526428,53616,14812.4
IDN.4.8.15.3_1,JatiWaringin,Tangerang,1.6180870062130641,24961,15426.2
IDN.4.8.15.4_1,KedungDalem,Tangerang,3.459048621863252,41068,11872.6
IDN.4.8.15.5_1,Ketapang,Tangerang,5.186524591806806,117804,22713.5
IDN.4.8.15.6_1,MargaMulya,Tangerang,5.738228768890571,97175,16934.7
IDN.4.8.15.7_1,MaukBarat,Tangerang,7.106885515448165,37538,5281.9
IDN.4.8.15.8_1,MaukTimur,Tangerang,1.6479666409552254,24356,14779.4
IDN.4.8.15.9_1,Sasak,Tangerang,2.4262897227933684,27835,11472.2
IDN.4.8.15.10_1,TanjungAnom,Tangerang,3.742201980062543,67383,18006.2
IDN.4.8.15.11_1,TegalKunirKidul,Tangerang,3.295500406789962,37223,11295.1
IDN.4.8.15.12_1,TegalKunirLor,Tangerang,3.430347301157301,48272,14072.0
IDN.4.8.16.1_1,Cijeruk,Tangerang,4.539491075594871,51241,11287.8
IDN.4.8.16.2_1,GandaRia,Tangerang,2.8360554710065053,40267,14198.2
IDN.4.8.16.3_1,Jenggot,Tangerang,7.790149093569691,50783,6518.9
IDN.4.8.16.4_1,Kedaung,Tangerang,2.925714419706618,24822,8484.1
IDN.4.8.16.5_1,Klutuk,Tangerang,1.8026174036165048,16937,9395.8
IDN.4.8.16.6_1,KosambiDalam,Tangerang,3.257541078442963,28330,8696.7
IDN.4.8.16.7_1,MekarBaru,Tangerang,2.5105758413940547,40113,15977.6
IDN.4.8.16.8_1,Waliwis,Tangerang,2.7089756252693507,31699,11701.5
IDN.4.8.17.1_1,Cicalengka,Tangerang,1.9926715543384033,21758,10919.0
IDN.4.8.17.2_1,Cihuni,Tangerang,5.665965413448353,135749,23958.7
IDN.4.8.17.3_1,Cijantra,Tangerang,5.541963581679856,159744,28824.4
IDN.4.8.17.4_1,Jatake,Tangerang,5.343861882831218,116708,21839.6
IDN.4.8.17.5_1,KaduSirung,Tangerang,5.088423663380114,47205,9276.9
IDN.4.8.17.6_1,KarangTengah,Tangerang,1.1655288731557356,16012,13738.0
IDN.4.8.17.7_1,LengkongKulon,Tangerang,6.250739976362796,159042,25443.7
IDN.4.8.17.8_1,MalangNengah,Tangerang,2.815698627678951,36007,12787.9
IDN.4.8.17.9_1,Medang,Tangerang,5.0738570388473105,103314,20362.0
IDN.4.8.17.10_1,Pagedangan,Tangerang,4.5324742448453685,101489,22391.5
IDN.4.8.17.11_1,SituGadung,Tangerang,7.761478845899289,99008,12756.3
IDN.4.8.18.1_1,BuaranBambu,Tangerang,3.215409602586916,53020,16489.3
IDN.4.8.18.2_1,BuaranMangga,Tangerang,3.155744111836732,4733,1499.8
IDN.4.8.18.3_1,Bunisari,Tangerang,2.0718027531896457,24310,11733.7
IDN.4.8.18.4_1,Gaga,Tangerang,3.8643207663095778,63479,16426.9
IDN.4.8.18.5_1,Kalibaru,Tangerang,4.725122955972175,50462,10679.5
IDN.4.8.18.6_1,KiaraPayung,Tangerang,3.151673952754639,82638,26220.4
IDN.4.8.18.7_1,Kohod,Tangerang,9.55702543543925,90225,9440.7
IDN.4.8.18.8_1,Kramat,Tangerang,6.7116014204685035,95119,14172.3
IDN.4.8.18.9_1,Laksana,Tangerang,3.8980892388570494,69568,17846.7
IDN.4.8.18.10_1,PakuAlam,Tangerang,1.594387047623882,37268,23374.5
IDN.4.8.18.11_1,PakuHaji,Tangerang,2.7918677958552713,26303,9421.3
IDN.4.8.18.12_1,RawaBoni,Tangerang,2.483760072831325,57198,23028.8
IDN.4.8.18.13_1,Sukawali,Tangerang,4.462255960131543,70998,15910.8
IDN.4.8.18.14_1,SuryaBahari,Tangerang,2.6937097369430663,29532,10963.3
IDN.4.8.19.1_1,Ciakar,Tangerang,6.731030908329215,118138,17551.2
IDN.4.8.19.2_1,MekarBakti,Tangerang,4.107607417701789,65550,15958.2
IDN.4.8.19.3_1,MekarJaya,Tangerang,3.3004123487208976,42152,12771.7
IDN.4.8.19.4_1,Panongan,Tangerang,4.342452914875002,67220,15479.7
IDN.4.8.19.5_1,Peusar,Tangerang,4.0601493677289096,52340,12891.2
IDN.4.8.19.6_1,RancaIyuh,Tangerang,5.901507645998605,90673,15364.4
IDN.4.8.19.7_1,RancaKalapa,Tangerang,4.792491696769799,85169,17771.3
IDN.4.8.19.8_1,SerdangKulon,Tangerang,3.1527479313839115,72624,23035.1
IDN.4.8.20.1_1,GelamJaya,Tangerang,3.651652043395143,37852,10365.7
IDN.4.8.20.2_1,KutaBaru,Tangerang,1.4285290032533315,39572,27701.2
IDN.4.8.20.3_1,KutaBumi,Tangerang,3.0945012252569417,21304,6884.5
IDN.4.8.20.4_1,KutaJaya,Tangerang,2.9474385657285627,47762,16204.6
IDN.4.8.20.5_1,Pangadegan,Tangerang,4.595634190066677,87278,18991.5
IDN.4.8.20.6_1,PasarKemis,Tangerang,2.3173870275765838,39432,17015.7
IDN.4.8.20.7_1,SindangSari,Tangerang,4.754630033418602,60445,12712.9
IDN.4.8.20.8_1,Sukaasih,Tangerang,1.710424870952361,25176,14719.1
IDN.4.8.20.9_1,Sukamantri,Tangerang,6.919332207649476,95095,13743.4
IDN.4.8.21.1_1,Daon,Tangerang,3.686377313531562,42735,11592.7
IDN.4.8.21.2_1,JambuKarya,Tangerang,4.033907417522541,68528,16988.0
IDN.4.8.21.3_1,LembangSari,Tangerang,1.7613967651780802,28205,16012.9
IDN.4.8.21.4_1,Mekarsari,Tangerang,4.446786866617954,54543,12265.7
IDN.4.8.21.5_1,Pangarengan,Tangerang,7.55179065549795,132231,17509.9
IDN.4.8.21.6_1,Rajeg,Tangerang,2.634419869837292,41850,15885.9
IDN.4.8.21.7_1,Rajegmulya,Tangerang,4.86107623590293,91746,18873.6
IDN.4.8.21.8_1,RancaBango,Tangerang,3.769359192374245,62483,16576.6
IDN.4.8.21.9_1,SukaManah,Tangerang,5.720487407601451,62182,10870.1
IDN.4.8.21.10_1,SukaSari,Tangerang,3.7626223015670925,50266,13359.3
IDN.4.8.21.11_1,SukaTani,Tangerang,5.795966009147118,105073,18128.6
IDN.4.8.21.12_1,Tanjakan,Tangerang,2.379187411742023,41728,17538.8
IDN.4.8.21.13_1,TanjakanMekar,Tangerang,1.6088615874899053,24261,15079.6
IDN.4.8.23.1_1,Karet,Tangerang,2.873572289403332,51067,17771.3
IDN.4.8.23.2_1,KayuAgung,Tangerang,2.2714775601484867,52555,23136.9
IDN.4.8.23.3_1,KayuBongkok,Tangerang,1.740577947834182,23465,13481.2
IDN.4.8.23.4_1,MekarJaya,Tangerang,2.881764884664334,56096,19465.8
IDN.4.8.23.5_1,PisanganJaya,Tangerang,2.992210478042132,46034,15384.6
IDN.4.8.23.6_1,PondokJaya,Tangerang,1.5167502055833921,24200,15955.2
IDN.4.8.23.7_1,Sarakan,Tangerang,1.5273863191441224,34144,22354.5
IDN.4.8.23.8_1,Sepatan,Tangerang,2.3916672652381195,50190,20985.4
IDN.4.8.22.1_1,GempolSari,Tangerang,2.970255102243952,65428,22027.7
IDN.4.8.22.2_1,JatiMulya,Tangerang,1.152882426413334,27998,24285.2
IDN.4.8.22.3_1,KampungKelor,Tangerang,1.754254215962249,31988,18234.5
IDN.4.8.22.4_1,KedaungBarat,Tangerang,2.7037339834633873,57723,21349.4
